code,term
43173611000001108,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
4332611000001107,Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd) (AMP)
4373811000001100,Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd) (AMP)
4378111000001103,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler (VMP)
43790811000001103,Budesonide 500micrograms/2ml nebuliser suspension unit dose ampoules (Zentiva Pharma UK Ltd) (AMP)
43796411000001103,Budesonide 1mg/2ml nebuliser suspension unit dose ampoules (Zentiva Pharma UK Ltd) (AMP)
43823711000001105,Ciclesonide 80micrograms/dose inhaler CFC free (Advanz Pharma) (AMP)
43823911000001107,Ciclesonide 160micrograms/dose inhaler CFC free (Advanz Pharma) (AMP)
44073411000001102,Vivaire 200micrograms/dose / 6micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
44098211000001102,Budesonide 1mg/2ml nebuliser suspension unit dose ampoules (VMP)
44098311000001105,Budesonide 500micrograms/2ml nebuliser suspension unit dose ampoules (VMP)
44137711000001109,Ciclesonide 160micrograms/dose inhaler CFC free (Alliance Healthcare (Distribution) Ltd) (AMP)
44138311000001106,Ciclesonide 80micrograms/dose inhaler CFC free (Alliance Healthcare (Distribution) Ltd) (AMP)
44169711000001108,Proxor 100micrograms/dose / 6micrograms/dose inhaler (Genus Pharmaceuticals Ltd) (AMP)
44170211000001104,Proxor 200micrograms/dose / 6micrograms/dose inhaler (Genus Pharmaceuticals Ltd) (AMP)
44221111000001101,Ciclesonide 80micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd) (AMP)
44221911000001103,Ciclesonide 160micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd) (AMP)
44883211000001108,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
45258811000001109,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
45274411000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
45277911000001103,Soprobec 200micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
453611000001102,Seretide 50 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
45411611000001105,Seretide 125 Evohaler (Pilsco Ltd) (AMP)
4753511000001101,Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd) (AMP)
4773611000001100,Beclometasone 50micrograms/dose inhaler (Teva UK Ltd) (AMP)
4773811000001101,Beclometasone 100micrograms/dose inhaler (Teva UK Ltd) (AMP)
4774011000001109,Beclometasone 250micrograms/dose inhaler (Teva UK Ltd) (AMP)
4856011000001103,Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (AMP)
4860811000001104,Pulmicort 200micrograms/dose inhaler with Nebuchamber (AstraZeneca UK Ltd) (AMP)
4864911000001104,Budesonide 200micrograms/dose inhaler with spacer (VMP)
5256011000001101,Becloforte 250micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
5256411000001105,Becotide 200microgram Rotacaps (Waymade Healthcare Plc) (AMP)
5256611000001108,Becotide 100 inhaler (Waymade Healthcare Plc) (AMP)
5256811000001107,Becotide 50 inhaler (Waymade Healthcare Plc) (AMP)
5258111000001101,Budesonide 400micrograms/dose Turbohaler (Waymade Healthcare Plc) (AMP)
5261111000001103,Flixotide 100micrograms/dose Accuhaler (Waymade Healthcare Plc) (AMP)
5261411000001108,Flixotide 250micrograms/dose Accuhaler (Waymade Healthcare Plc) (AMP)
5262211000001102,Flixotide 500micrograms/dose Accuhaler (Waymade Healthcare Plc) (AMP)
5265811000001108,Flixotide 100microgram disks (Waymade Healthcare Plc) (AMP)
5266111000001107,Flixotide 250microgram disks (Waymade Healthcare Plc) (AMP)
5266711000001108,Flixotide 500microgram disks (Waymade Healthcare Plc) (AMP)
5267111000001105,Flixotide 125micrograms/dose Evohaler (Waymade Healthcare Plc) (AMP)
5268111000001106,Flixotide 250micrograms/dose Evohaler (Waymade Healthcare Plc) (AMP)
5273211000001102,Pulmicort 100 Turbohaler (Waymade Healthcare Plc) (AMP)
5273611000001100,Pulmicort 200 Turbohaler (Waymade Healthcare Plc) (AMP)
5273911000001106,Pulmicort 400 Turbohaler (Waymade Healthcare Plc) (AMP)
5275611000001101,Seretide 100 Accuhaler (Waymade Healthcare Plc) (AMP)
5276011000001104,Seretide 250 Accuhaler (Waymade Healthcare Plc) (AMP)
5276211000001109,Seretide 500 Accuhaler (Waymade Healthcare Plc) (AMP)
5276811000001105,Seretide 250 Evohaler (Waymade Healthcare Plc) (AMP)
5277211000001106,Symbicort 200/6 Turbohaler (Waymade Healthcare Plc) (AMP)
5282711000001106,Becloforte 250micrograms/dose inhaler (Dowelhurst Ltd) (AMP)
5284411000001107,Becotide 200microgram Rotacaps (Dowelhurst Ltd) (AMP)
5284711000001101,Becotide 50 inhaler (Dowelhurst Ltd) (AMP)
5290911000001105,Flixotide 100micrograms/dose Accuhaler (Dowelhurst Ltd) (AMP)
5292311000001108,Flixotide 100microgram disks (Dowelhurst Ltd) (AMP)
5293111000001100,Flixotide 125micrograms/dose Evohaler (Dowelhurst Ltd) (AMP)
5293811000001107,Flixotide 250micrograms/dose Accuhaler (Dowelhurst Ltd) (AMP)
5294311000001101,Flixotide 250microgram disks (Dowelhurst Ltd) (AMP)
5294611000001106,Flixotide 250micrograms/dose Evohaler (Dowelhurst Ltd) (AMP)
5294811000001105,Flixotide 500micrograms/dose Accuhaler (Dowelhurst Ltd) (AMP)
5295011000001100,Flixotide 500microgram disks (Dowelhurst Ltd) (AMP)
5295211000001105,Flixotide 50micrograms/dose Accuhaler (Dowelhurst Ltd) (AMP)
5310511000001105,Pulmicort 0.5mg Respules (Dowelhurst Ltd) (AMP)
5311011000001106,Pulmicort 100 Turbohaler (Dowelhurst Ltd) (AMP)
5312311000001100,Pulmicort 1mg Respules (Dowelhurst Ltd) (AMP)
5313011000001107,Pulmicort 200 Turbohaler (Dowelhurst Ltd) (AMP)
5313811000001101,Pulmicort 400 Turbohaler (Dowelhurst Ltd) (AMP)
5317111000001100,Seretide 100 Accuhaler (Dowelhurst Ltd) (AMP)
5317311000001103,Seretide 250 Accuhaler (Dowelhurst Ltd) (AMP)
5317511000001109,Seretide 500 Accuhaler (Dowelhurst Ltd) (AMP)
5321011000001102,Symbicort 200/6 Turbohaler (Dowelhurst Ltd) (AMP)
5350011000001105,Budesonide 100micrograms/dose Turbohaler (Dowelhurst Ltd) (AMP)
5350211000001100,Budesonide 200micrograms/dose Turbohaler (Dowelhurst Ltd) (AMP)
5350411000001101,Budesonide 400micrograms/dose Turbohaler (Dowelhurst Ltd) (AMP)
5350911000001109,Fluticasone 125micrograms/dose Evohaler (Dowelhurst Ltd) (AMP)
5351111000001100,Fluticasone 250micrograms/dose Evohaler (Dowelhurst Ltd) (AMP)
539811000001106,Seretide 250 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
5404711000001104,Pulmicort 0.5mg Respules (Waymade Healthcare Plc) (AMP)
5525411000001107,Becotide 100microgram Rotacaps (Dowelhurst Ltd) (AMP)
726611000001102,Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd) (AMP)
7379111000001102,Beclometasone 100micrograms/dose inhaler (Kent Pharma (UK) Ltd) (AMP)
7379311000001100,Beclometasone 250micrograms/dose inhaler (Kent Pharma (UK) Ltd) (AMP)
8024611000001102,Budesonide 200micrograms/dose dry powder inhalation cartridge with device (VMP)
8031811000001102,Budelin Novolizer 200micrograms/dose inhalation powder (Viatris UK Healthcare Ltd) (AMP)
810211000001105,Seretide 125 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
8159511000001107,Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd) (AMP)
8159711000001102,Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd) (AMP)
9003911000001102,Alvesco 80 inhaler (Covis Pharma GmbH) (AMP)
9004211000001109,Alvesco 160 inhaler (Covis Pharma GmbH) (AMP)
9004411000001108,Ciclesonide 160micrograms/dose inhaler CFC free (VMP)
9004511000001107,Ciclesonide 80micrograms/dose inhaler CFC free (VMP)
9111811000001100,Budelin Novolizer 200micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd) (AMP)
9117811000001107,Budesonide 200micrograms/dose dry powder inhalation cartridge (VMP)
9525111000001105,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
